Data*Gniezno - ul. Paczkowskiego (pył zawieszony PM10 [jednostka ug/m3])*Kalisz - ul. Wyszyńskiego (pył zawieszony PM10 [jednostka ug/m3])*Leszno - ul. Kiepury (pył zawieszony PM10 [jednostka ug/m3])*Nowy Tomyśl - ul. Sienkiewicza (pył zawieszony PM10 [jednostka ug/m3])*Ostrów Wielkopolski - ul. Wysocka  (pył zawieszony PM10 [jednostka ug/m3])*Pila - ul. Kusocińskiego (pył zawieszony PM10 [jednostka ug/m3])*Pleszew - Al. Mickiewicza (pył zawieszony PM10 [jednostka ug/m3])*Poznań - ul. Szymanowskiego (pył zawieszony PM10 [jednostka ug/m3])*Tarnowo Podgórne - ul. Zachodnia (pył zawieszony PM10 [jednostka ug/m3])*Wągrowiec - ul. Lipowa (pył zawieszony PM10 [jednostka ug/m3])
2020-08-04,10.1,13.2,12.3,11.4,11.6,10.1,14.0,12.2,10.8,10.0,
2020-08-05,11.7,16.2,12.0,14.7,17.0,14.6,16.6,13.5,12.1,11.4,
2020-08-06,15.1,20.0,14.8,20.1,23.9,17.7,20.1,16.1,16.5,16.2,
2020-08-07,26.7,31.8,30.4,33.9,35.0,28.5,30.6,27.2,27.6,30.6,
2020-08-08,32.2,36.1,29.6,42.1,47.3,27.3,35.2,29.8,28.8,32.2,
2020-08-09,28.7,29.7,26.6,31.8,39.2,27.7,30.5,28.0,27.8,26.2,
2020-08-10,24.0,26.5,23.3,22.6,39.1,23.0,28.2,22.8,20.4,23.9,
2020-08-11,18.0,28.8,19.3,22.3,39.4,16.4,27.8,20.4,19.7,19.5,
2020-08-12,23.1,22.9,18.7,26.1,36.1,17.3,26.8,23.5,24.3,24.3,
2020-08-13,24.4,31.0,16.5,28.1,41.7,32.0,27.4,24.5,22.4,30.0,
2020-08-14,27.5,31.8,23.5,37.3,43.6,32.1,31.2,32.0,32.4,30.9,
2020-08-15,20.5,24.0,19.7,25.6,30.4,28.9,24.6,19.9,18.0,20.9,
2020-08-16,16.6,18.4,17.7,29.8,21.5,31.2,18.9,15.4,16.4,18.9,
2020-08-17,24.6,20.6,19.5,27.2,18.7,29.7,19.5,22.2,26.1,26.7,
2020-08-18,23.6,19.1,16.0,25.8,21.7,24.5,18.7,21.9,25.0,22.1,
2020-08-19,19.2,22.6,12.5,19.2,22.4,17.4,24.2,18.7,26.9,19.1,
2020-08-20,27.4,22.8,11.8,26.1,23.7,23.6,24.7,23.9,23.7,27.4,
2020-08-21,24.1,26.2,12.9,29.0,25.9,24.8,22.4,21.5,20.8,25.0,
2020-08-22,19.2,19.1,18.8,21.8,19.3,17.8,18.1,18.2,18.4,18.6,
2020-08-23,13.6,15.1,11.3,10.5,14.5,10.6,13.4,11.4,11.3,13.3,
2020-08-24,14.6,16.9,13.4,11.4,16.4,10.9,15.7,11.6,13.1,12.9,
2020-08-25,15.3,17.7,24.1,16.2,17.2,10.8,16.1,13.3,15.2,12.5,
2020-08-26,15.5,18.5,19.7,12.0,20.5,9.4,18.6,11.3,12.0,12.5,
2020-08-27,7.3,12.3,22.2,8.2,14.2,6.4,12.0,7.3,6.8,7.1,
2020-08-28,16.6,16.8,36.4,16.4,16.2,13.8,15.1,13.7,13.2,13.7,
2020-08-29,14.9,15.0,10.0,12.0,14.0,13.9,13.5,9.6,11.1,13.3,
2020-08-30,11.5,11.3,9.1,11.0,11.4,13.3,14.4,9.6,10.6,10.0,
2020-08-31,8.8,10.9,7.2,7.9,11.7,9.1,12.1,7.1,7.5,8.5,
2020-09-01,9.1,12.6,10.4,8.7,12.6,8.5,12.9,5.8,8.5,7.9,
2020-09-02,7.8,10.2,10.3,8.5,10.4,8.0,9.7,8.3,6.8,8.6,
2020-09-03,12.0,15.9,11.3,12.0,15.6,10.0,14.6,9.2,9.4,12.0,
2020-09-04,20.6,24.0,15.2,16.8,22.6,13.6,21.2,16.5,14.6,20.6,
2020-09-05,18.4,16.9,16.3,18.3,16.2,18.0,17.4,16.9,15.7,16.8,
2020-09-06,11.8,18.4,11.5,15.4,18.8,13.4,16.9,11.1,10.7,15.3,
2020-09-07,13.6,18.3,13.3,19.7,20.3,13.4,16.9,16.9,10.8,14.4,
2020-09-08,15.4,18.9,16.0,18.3,21.2,14.7,17.1,15.7,15.0,16.0,
2020-09-09,19.8,20.9,18.0,24.3,23.9,15.8,19.0,20.9,16.4,21.2,
2020-09-10,11.8,18.3,14.2,19.4,24.4,15.0,22.3,12.8,15.8,16.9,
2020-09-11,25.9,27.2,16.6,36.6,29.5,27.0,25.5,25.9,22.9,28.4,
2020-09-12,25.4,24.9,15.3,28.2,22.4,22.6,24.8,22.4,21.2,25.5,
2020-09-13,16.0,24.4,15.3,23.7,23.6,15.9,23.2,16.6,14.7,18.9,
2020-09-14,29.4,32.6,20.5,51.1,30.2,27.3,27.7,31.9 ,33.3,
2020-09-15,31.1,33.8,26.5,46.4,39.8,34.6,31.7,31.6 ,35.5,
2020-09-16,31.3,37.0,28.7,40.3,36.8,31.0,35.4,31.9 ,30.4,
2020-09-17,10.7,17.6,15.2,19.0,27.3,12.2,22.1,9.2,12.4,11.7,
2020-09-18,15.7,24.5,14.8,44.5,40.0,25.2,26.5,19.9,36.9,18.6,
